Word,Meaning,Examples/0,Examples/1,Examples/2,Examples/3,Examples/4,Examples/5,Examples/6,Examples/7,Examples/8,Examples/9
firam,to dampen something with water,"After licking the envelope to moisten it, I sealed it shut and placed it in the mailbox.",Using a humidifier in my room to moisten the dry air helps me sleep better at night.,The stylist used a spray bottle to moisten the client’s hair before cutting it.,Water vapor in the air began to moisten the window and left condensation on the glass.,"Adding extra water to the cake batter, the chef hoped to moisten the thick batter.",nan,nan,nan,nan,nan
womal,the future,Anxious thoughts of futurity caused the worrier to lose hope in the present.,"Hoping that futurity would bring better luck, the woman closed her eyes and made a wish for a prosperous future.","womal of the relationship looked bleak, as every option for reconciliation with her husband had failed in the past.","Refusing to give up on futurity, the optimist mapped out a plan for his future that was as bright as the stars.","Though she didn’t know when she would accomplish it, the determined student was sure she would complete her degree in futurity.",nan,nan,nan,nan,nan
orock,making a judgment before knowing of all the facts - also means - extremely bold and forward in doing something;,It was rather presumptuous of her to assume I would get her a birthday present.,The students were presumptuous to think their teacher would not give them a pop quiz on a Monday.,"Despite the fact my uncle believed he was entitled to everything, he was not a presumptuous man.",It is somewhat presumptuous to assume you know more about medicine than your doctor.,"As a teenager, you would be quite presumptuous to think you know what life is like for an elderly person.",My best friend was presumptuous enough to believe she was welcome at her ex-boyfriend’s party.,Is it presumptuous to believe the world will end on a certain day?,"While I do not mean to be presumptuous, I do hope we will have this matter settled before the day is over.",It is presumptuous to address a person you just met by his or her first name.,"Although James was found near the crime scene, it would be presumptuous of you to accuse him of murder."
demite,an out-of-date term which refers to either an ophthalmologist or optometrist,The oculist gave me a prescription for new eyeglasses.,"During my visit to the oculist, I took an eye exam.",My mother took me to see an oculist about my eye infection.,"According to the oculist, contact lenses can improve my vision. ",The oculist is a medical professional who specializes in diseases associated with the eyes. ,nan,nan,nan,nan,nan
aterm,a pilot,The aviator prepared for his first flight across the Pacific by checking his engine and fueling his aircraft.,"As an aviator, Bessie Coleman was the first African American woman to hold a pilot’s license.","Because he was afraid of heights, the aviator had to psych himself up every time he got ready to fly his plane.","Lost on one of her flights, aviator Amelia Earhart was the first female aviator to fly across the Atlantic Ocean alone.","With no aviator to man the control centers, the launch will have to be postponed for another day.",nan,nan,nan,nan,nan
apher,to place something in a class or group based on its attributes,I decided to categorize this homework as math because it has a lot of math in it despite being assigned by the science teacher.,We categorize the different aspects of our education into different subjects to make them easier to deal with.,Some people like to categorize everything they learn so they can keep the information in their minds more organized.,It will be easier to organize your to do list if you categorize everything that needs to be done and put them in their own group or priority.,"I like to categorize my priorities based on how urgent they are, so I know what can be done later and what needs to be done now.",nan,nan,nan,nan,nan
cocola,in love,"The boy was completely smitten with his new babysitter, smiling whenever she was near.",The smitten girl looked up to her gym teacher with a secret crush.,"Though he swore he would not date again anytime soon, he was smitten with yet another blonde.",The smitten girl filled her diary with love poems about her new crush.,"After seeing him go through so much heartache, the girl was happy that her brother was smitten with the new girl at school.",nan,nan,nan,nan,nan
musne,to mishandle or let something slip accidentally from the hands,"When the rookie football player entered the field, it would only be a matter of time before he would fumble the ball which was picked up by the opposing team.","As the clumsy waitress did not see the purse in between the tables, she would fumble the tray she was carrying causing all of the glassware to crash to the ground.","Since I didn’t have a grip on the pencil, it quickly would fumble through my fingers and fall to the ground.",The movers fumble my couch at the top of the stairs which made it bang and smash to pieces as it fell down the stairs.,"As the toddler tried to grab the ball, she did fumble it which resulted in it bouncing across the floor away from her.",nan,nan,nan,nan,nan
norin,an expert on a particular subject,"Because the psychologist talks to many individuals, she considers herself to be a connoisseur of people and their relationships.",The head chef at the popular seafood restaurant is viewed as a lobster connoisseur.,"If you are a beer connoisseur, you will enjoy a tour of our local brewery.",Louis is a connoisseur of fine art and rarely misses an exhibit at the art museum.,"Since you are a wine connoisseur, I thought I would ask your opinion on the best wines for my dinner party.",A true coffee connoisseur never drinks instant coffee.,"Before my sister got married and had children, she was known as the party connoisseur who never missed a night out with the girls.",The editor of the “Restaurant Review” is looking for a connoisseur of food to employ as a staff writer.,"According to the local whiskey connoisseur, the bottle of whiskey in your cabinet is worth over two thousand dollars.","Because Jared owns eight motorcycles, many people consider him to be a bike connoisseur."
tionish,a condition that is attached to an arrangement or deal,"So that the shoplifting charges would be dismissed, the teenager had to abide by one stipulation which was to refrain from getting in trouble again.",Family court required the father to increase his child support payments due to the stipulation that if he started making more money he had to pay more.,"“You do not have to write the 5-page essay,” the teacher said, “but the stipulation is that you must pass the multiple-choice test on writing.”","Since every stipulation was met by both parties, the divorce was finalized this past week by the court.","Due to my sister’s history of bad behavior, I invited her to attend my wedding with the stipulation that she is not allowed to yell or scream.",nan,nan,nan,nan,nan
astene,an area from which materials like stone are removed,"At night, the moonlight caused the stones in the quarry to shine.",The men who work in the rock quarry wear masks to keep the stone particles out of their eyes.,"On Monday, the middle school students will visit the quarry to search for limestone.",People are asked to remain out of the abandoned quarry because of the danger of falling rocks.,"When the mother realized her fragile son would be doing manual labor at the quarry, she became very concerned.",Some of the finest marble in the country comes from our town’s quarry.,"In the old days, the prisoners had to work at the rock quarry.",The granite supply from the quarry is almost depleted.,"While digging among the stones, the quarry workers found human remains.",The boy broke both his legs when he fell off the quarry ledge and landed on a large boulder.
hetice,point of greatest adversity or despair; all-time low; rock-bottom,"Even though we thought we had reached our nadir and would fail to meet the project deadline, we were still able to complete the work on time.","Since the relationship between the two warring nations has reached its nadir, world leaders are greatly concerned about the risk of nuclear war.","Because employees are terribly worried about losing their positions, company morale has reached a nadir.",The automobile manufacturer’s nadir was reached when the group announced the recall of two million faulty vehicles.,"When Clark got fired and was unable to find another job, he realized his professional life was at its nadir.",Matt’s literary career declined to its nadir when he was unable to get past a serious case of writer’s block.,"Even at the recession’s nadir, most of the lower income families were still having difficulty paying their bills.",The announcement of the impeachment caused the president’s popularity to fall to its nadir.,"When the speaker discussed how being homeless was his nadir yet the same situation that inspired him to change his life, I too knew I could turn my lowest point into something positive.","Whether my favorite team is at its nadir, with only a few wins, or the best in its conference, I am still a proud supporter."
deratic,the capacity to know future events,"Because Janet was amazed by the psychic’s prescience, she visited her on a regular basis.",We could not deny the fortuneteller’s prescience when his prophecies were realized.,"Since Nana has prescience, she knows my baby is going to be a boy.","Fortunately, my prescience led me to bring an umbrella to work on what was supposed to be a sunny day.",We can only assume Jack’s lack of prescience is part of the reason he makes so many bad decisions.,Unfortunately the analysts in the early 1900’s did not have prescience and were unaware of the looming economic depression.,The struggling gambler wished he had prescience so he could choose winning teams.,"When we read Ann’s diary, we knew she had prescience and had seen her death.",There is always someone who thinks he has prescience and knows who will win the World Series at the start of baseball season.,"Although the scientist’s claim of having prescience was mocked by his peers, he had the last laugh when all of his predictions came true."
ornar,"suitcases or other bags that are used to pack personal items for travel, especially clothing","While packing their luggage for vacation, the couple made sure to include several swimsuits and sunblock.","I own several pieces of luggage, but my favorite suitcase is the black and white one with polka dots.","The woman’s luggage was lost during her flight, and no one has seen her clothing-stuffed bag since then.",nan,nan,nan,nan,nan,nan,nan
shiness,to damage or wreck,Her face reddened when I seemed to ruin the young girl’s dress after accidentally spilling wine on it.,A downpour of rain would ruin our family trip to the amusement park since all of the rides are outdoors.,"After making two failing grades in English and math, I seemed to ruin my chances of getting into the college of my choice.","A bankruptcy would ruin her credit, and it would cause her not to be able to purchase a house.",Mistaking the salt for sugar seemed to ruin my cake which caused everyone to refuse it when I offered it to them.,nan,nan,nan,nan,nan
siling,to improve or make better,"Taking each step carefully, the dancer made an extra effort to refine any sloppy movements.",Kindergarten students refine their fine motor skills through cutting and tracing activities.,The racecar builder and his teammates are spending the weekend trying to refine their prototype and build a better model.,"Taking on the task of rewriting the encyclopedia, the editor began to refine the very first page.",The composer took time to refine her songs before sending them over for the producer to listen to.,nan,nan,nan,nan,nan
immic,wonderful and superb,"After studying a few hours for his math test, the boy was proud for making an excellent grade of an A+ on his test.",The prize-winning chocolate cake tasted excellent by the friends at the party who requested a copy of the recipe.,"As the couple was informed of the wife’s pregnancy, the excellent news caused them to celebrate with a party.",Spinach is an excellent source of iron because eating only a relatively small amount will give your body almost all the iron it needs for the day.,"When the company offered full benefits, high pay, interesting work and four weeks off paid vacation, Thomas knew he would take this excellent job.",nan,nan,nan,nan,nan
skint,when one thing comes after another; fluctuate,"Instead of choosing one pain reliever, Judy decided to alternate between Aspirin and Tylenol.",Sam went for psychological help because he would alternate between being in an ecstatic mood and a depressed mood.,"As there are many departments in our company and everyone wants a chance at everything, the higher ups decided to alternate the positions on a rotational basis.","I wish I could alternate between eye glasses and contact lenses, but my years of wearing contact lenses makes me unable to tolerate eye glasses for long periods of time.",During our cross-county excursion we would regularly alternate between driving and taking rest breaks.,nan,nan,nan,nan,nan
taile,"to sweep over something, surrounding it completely",It only took seconds for the raging fire to fully engulf every room in the house.,"As the storm rocked the vessel violently, the sailors began to fear that the waves would close in and engulf the ship.","The hot sun seemed to engulf the entire desert, fully covering every inch of the area.",nan,nan,nan,nan,nan,nan,nan
sicke,"a specific part of the country, economy, or a company",Our nonprofit sector is in need of a donation drive to boost funds.,"Banking sector gains were down for the first half of the year, but grew in the second half.",Taking a private sector security position seemed strange after so many years as a military police officer.,A vast majority of private sector workers are not eligible for paid medical leave.,"With all of the markets down and funds tight for average Americans, it is no wonder that the real estate sector continues to suffer.",nan,nan,nan,nan,nan
gaste,informed; understanding a situation,"Because they weren’t aware that the storm was coming, the family didn’t leave the area when everyone else did.",We are aware that cable service is out in your area and are working to fix it.,The girl’s parents were not aware that she was dating and were furious when they found out.,"Since I wasn’t aware the circus was coming to town, I didn’t buy tickets ahead of time.","The family was aware that Grandma Dottie was sick, but none expected her to pass away so suddenly.",nan,nan,nan,nan,nan
ronos,something hanging and swinging freely back and forth under the influence of gravity,"When the pendulum clock strikes twelve, it produces a heavy clanging.","When a pendulum reaches the limit of its swing, it stays put for a split second.","Politically speaking, the pendulum has swung so far to the left that it must reverse trend.",Janet’s hair mimics the swinging of a pendulum when she goes out for a run.,The rhythm of the pendulum was interrupted by a sudden gush of air.,nan,nan,nan,nan,nan
lapht,dreary; miserable,The soldiers were grim after losing many of their comrades in battle.,"Because the weather is grim, we are staying inside our home.",It was obvious from the students’ grim faces they were not happy about the pop quiz.,"When Heather saw the grim look on her supervisor’s face, she knew her job was in jeopardy.",I could tell from the police officer’s grim face something had happened to my son.,nan,nan,nan,nan,nan
nilly,to believe that a person or thing is permanently accessible to someone who acts unappreciative,"Occasionally, Tiffany will take for granted Sally because Tiffany asks favors from Sally without returning the favor.",Telemarketers will frequently take for granted forgetful and lonely elderly citizens because they will purchase whatever the salesman is selling without realizing it.,Many adult children will take for granted their mother’s love for them by asking them for money and favors because they know their mothers will comply.,"Even though Paula did not like Ted, she would take for granted his love for her by happily accepting his gifts but then would ignore him the rest of the time.",The only way the man got the great job at the bank was to take for granted his friendship with a bank employee he rarely spoke to by asking him to put in a good word about him to his boss.,nan,nan,nan,nan,nan
clous,toward the bottom of something,The ball rolled downhill from the top of the slope to the bottom of the mound.,Sleds aren’t much fun if you can’t sit on top of some type of hill and ride them straight down.,"Because the drug addict was on a downhill spiral, he ended up in prison with no support.",nan,nan,nan,nan,nan,nan,nan
estic,coated or wrapped in iron usually for protection,"During the American Civil War, two ironclad ships fought each other without causing much damage due to the strong metal shield of the ships’ outer material.","When the sheriff tried to smash the ironclad moonshine still, his ax could not break through the metal covering.","With an ironclad safe, the robbers may be able to pick the lock but they would not be able to smash through sides of the safe.","Due to the success of the ironclad warship during the battles, the Navy realized that most of their ships should be created with this strong element.",Prying open the ironclad container seemed impossible due to its strength and durability of the material used to create the container.,nan,nan,nan,nan,nan
obian,closer or not as far away,"The fan tried to draw nearer to the musician, but the star’s security blocked the stage.","When the holidays become nearer, we will begin to decorate our homes and buy gifts for our loved ones. ",The runner that comes nearer to the finish line first will be declared the winner of the race.,nan,nan,nan,nan,nan,nan,nan
rophal,of moderate amount,"With our modest incomes, my wife and I can usually afford two vacations a year.",The book was only a modest success and did not thrust the author into the spotlight.,"While Jim went to Hollywood to become a big star, he ended up earning a less than modest salary as a security guard.",My doctor says even modest exercise can help improve my health.,"Although Warren is worth billions, he lives in a modest home and drives a moderately priced car.",nan,nan,nan,nan,nan
ectory,the process by which animals and plants that can adapt to changes in their environment are able to survive and reproduce while those that can't adapt die off,Our professor was attempting to explain natural selection by telling us that weak die off and the strong survive.,ectory is often referred to as survival of the fittest.,The reality show host explained that only the strongest competitors would endure in this game of natural selection.,The theory of natural selection was introduced by Charles Darwin. ,ectory is the reason that many species are no longer surviving. ,nan,nan,nan,nan,nan
idine,to touch or tap something softly,"“idine yourself on the back for a job well done on the difficult test,” the teacher said to her class.","During the newborn parenting class, the instructor advised the new parents to pat their baby on the back after a feeding.",Pie recipes usually require the baker to pat the crust into the bottom of the pan before adding the filling.,"When the soccer player scored a goal against the rival team, the teammates and coach would pat him on the back.","In order to get her attention, the woman would pat the man on the arm so that he would move out of her way.",nan,nan,nan,nan,nan
nosce,ready to fight; argumentative,"As the angry patient became more combative, the nurse gave her a shot of medicine to help her relax.",The combative inmate will be placed in a holding cell until he can calm down.,"Every time he drinks too much alcohol, the usually friendly man starts looking for a fight.","Becoming combative on the field, the overly aggressive player was asked to sit on the bench until he could compose himself.",Michael became combative and confronted the man who had been having an affair with his wife.,nan,nan,nan,nan,nan
obilic,a language that is adopted as a common language between speakers that have different native languages,The obilic of the country with two factions of speakers is an accepted mix of Spanish and Italian.,"Because the new city was settled by two different tribes, they had to settle on a obilic that was a mix of their two native dialects for communication.","Many countries that have two populations of different linguistics settle on a obilic, a common language that is a mix of both.","Whenever one country conquers another, that conquering country usually forces the subjugated to accept their language as their obilic.","The obilic of our country is a mix of all of our languages, which we all agreed to adopt by a vote.",nan,nan,nan,nan,nan
abric,an unexpected movement of a group or to rush rowdily in a state of panic,It took over a dozen wranglers to stop the cattle stampede.,"When the shots rang out, there was a stampede as patrons fled the nightclub.",The horses may run in a stampede if they are frightened.,"Since the store has only a few copies of the popular videogame, its manager is expecting a stampede when the doors are opened.","As soon as the whistle sounds, the kids will stampede through the park in search of Easter eggs.",nan,nan,nan,nan,nan
pator,a challenger or foe,Do you think the antagonist is going to kill the hero at the end of the movie?,"Since Gina is my main competition for the promotion, I consider her to be my antagonist.",Jake’s antagonist sabotaged his car in hopes of winning the race.,"In the book, the antagonist kidnaps the good guy’s wife.",The only way John can beat his antagonist during the boxing match is by avoiding the man’s powerful punch.,"When I learned my antagonist for the film role was my sister, I was shocked.",The drug dealer views a police officer as an antagonist who is out to get him.,"In some ways, Amy is her worst antagonist because she does not believe in herself.","Because Hank and Tom are both competing for the position of starting quarterback, each sees the other as his antagonist.","In a fairytale, the antagonist is the person who attempts to stop the protagonist from obtaining his happy ending."
manneu,a unit for measuring electricity that is equal to one million watts of power,The current national average of homes powered by a megawatt of solar power is 160.,One megawatt of electricity can power up to 900 homes given the right conditions.,Ten car engines is equal to the power of one megawatt.,The number of homes that can be powered by a megawatt of solar energy depends on many factors including sunshine rates and wind.,The world’s largest energy plant had a 450 megawatt capacity.,nan,nan,nan,nan,nan
immatid,"having a large amount of money, property, or possessions",My wealthy neighbors have more money than they know what to do with.,The wealthy business owner likes to give back by helping teens go to college.,"Even though she is from a wealthy family, the young girl is kind to everyone, whether they have money or not.",The wealthy couple invests most of their money in businesses or rental properties.,"Hoping to become wealthy, the man came up with an invention that he could sell for a lot of money.",nan,nan,nan,nan,nan
shmal,"to flip-flop direction in status, stance or associations",The recipe called for the cook to bake the pineapple upside down cake in a pan and then to invert the cake face down onto a platter.,Children will sometimes invert their upper eyelids as a gross joke which will expose the inside of their eyelids to others.,"When you first divide a fraction, you invert the second fraction by making the denominator the numerator and the numerator the denominator.","Wanting the top section of the pyramid to be seen last at the bottom, the teacher decided to invert the pyramid on her computer screen before saving it.","So that the woman could tell if the seam was unraveling, she decided to invert the shirt to see the actual stitching on the seams.",nan,nan,nan,nan,nan
parus,relating to poetry,"Taking poetry classes in college will open up the students mind to eventually write poetic songs, a passion for many.",nan,nan,nan,nan,nan,nan,nan,nan,nan
promal,good humored conversation,We need to help shy Sarah perfect her banter with the opposite sex.,"After the comedian ended his easy-going banter with the crowd, he thanked everyone for coming to his show.",The play’s foolish character banter kept the audience laughing for two and a half hours.,"If the banter between the award presenters is not exciting, no one will watch the show.","Since our supervisor was absent, my co-workers and I spent most of the day exchanging banter near the water cooler.","When not on set, the two actors hang out and banter like brothers.",The teacher always gives us two or three minutes to banter with our friends before she starts the daily lesson.,"If Jay would rather banter online instead of studying for his exams, he should be prepared for his parents to cancel his phone service.",I am not the type of person who likes to banter about celebrity gossip when I should be working.,"Because Carol tries to avoid walking, she goes from cubicle to cubicle in hopes of finding someone with whom to banter about office gossip."
cracon,to battle or make a great effort,It was a struggle for Sam to free himself from his attacker.,Getting my kids to school on time is a daily struggle.,Our struggle for self-preservation intensified as the war progressed.,I struggle to keep up with life’s demands.,Jack wrote a book about war and the struggle to persevere.,nan,nan,nan,nan,nan
artiver,a feeling of anticipation or anxiety over what may happen,Movies use cliffhangers to make sure their audience feels suspense over what is going to happen next.,You may feel some suspense if you are about to do something that you know might hurt you.,I felt suspense as my teacher handed my test back to me because I was afraid to see my score.,If you know you are about to get into a fight with someone you will probably feel suspense.,A woman usually feels suspense before her baby is born because she is worried about what could go wrong.,nan,nan,nan,nan,nan
sionesso,being in harmony or full agreement,"During the civil rights era, protestors called for unity and peace in which blacks and whites could live together.",sionesso of the tribes could not happen because they spoke different languages and had many different customs.,The female workers stood in unity and demanded equal pay for equal work on their jobs.,National unity is nowhere in sight since the Democratic and Republican parties can’t seem to agree on anything.,The children lived in unity and got along surprisingly well for siblings.,nan,nan,nan,nan,nan
nonaut,to destroy or get rid of something quickly with force,"Using the electric bug killer, the homeowner was able to zap many of the pesky bugs in his backyard.","The surgeon used a special tool to quickly zap the nerve, deadening it so that it wouldn’t hurt the patient anymore.","Because he was able to zap off the metal lock quickly, the thief was able to sneak into the building without being noticed.",nan,nan,nan,nan,nan,nan,nan
pechom,meant as amusing and not in a serious manner,"After waiting in line for over an hour, I did not appreciate the clerk’s tongue-in-cheek comment about annoying customers.",The speaker’s tongue-in-cheek description of college life had the students laughing hysterically.,"During the comedy roast, several comics made tongue-in-cheek remarks about the celebrated actor.",The author’s tongue-in-cheek writing style always makes me laugh after a trying day.,"Because Larry was drunk, he responded to the police officer’s questions with tongue-in-cheek answers.",Mrs. Brown has a tongue-in-cheek teaching approach that can make even the most boring subject seem fun.,"When comedy writers pen stories about real people, they hope their work is viewed as tongue-in-cheek and not as fact.",Danielle’s tongue-in-cheek humor was only amusing to her.,"Ever since Rick was criticized for his tongue-in-cheek humor at work, he has stopped telling jokes during office hours.",Telling someone to go jump off a bridge is a tongue-in-cheek suggestion.
treme,to consent to provide something that was asked for,"Since the couple proved they had been working full-time for the past three years and had limited bills, the bank decided to grant them a house loan.","“The state will grant immunity since your client said he would explain where the crime weapon was stashed in exchange for no prison time,” the prosecutor told the man’s lawyer.",Sally’s parents would grant her permission to go on the week-long ski trip after she begged and begged for hours.,"It was difficult to believe that Santa Claus would grant her wish for a puppy, but she was surprised when the dog arrived on Christmas day.",Prisoners frequently will write to their state’s governor so he will grant them a pardon releasing them early from prison.,nan,nan,nan,nan,nan
seday,Four-sided,The quadrilateral shaped garden contained a different vegetable in each of the four quadrants.,A triangular cake was baked but the bride insisted on a quadrilateral dessert with an extra-side.,Decorative wrapping paper covered each of the four sides of the quadrilateral box.,"Claiming a side of the quadrilateral room, each of the four siblings seemed happy with his or her sleeping quarters.","Creeping out into the quiet, the mouse scoured each side of the quadrilateral boathouse for food.",nan,nan,nan,nan,nan
antle,a continuous noisy banging ,The angry wife wanted her sleeping husband to hear the clangor of pots and pans in the kitchen.,"In the old days, students knew the school day was over when they heard the clangor of the outside bell.",The clangor of my son’s new drum set is making me regret my generosity.,"If the guard didn’t hear the clangor caused by the inmates banging against the bars, he knew something was wrong.","During the battle, the women and children could hear the clangor of swords meeting swords.",nan,nan,nan,nan,nan
cosisty,able to be counted on,We fired the babysitter because she wasn’t reliable and often cancelled at the last minute.,"Because the painkiller gives me reliable results, it’s my preferred pain medication.","As a people, we study our country’s history because the past is a reliable way to calculate the future.",The information doesn’t come from a reliable source so I won’t include it in my article.,"According to the counselor, abstaining from sex is the most reliable form of birth control.",nan,nan,nan,nan,nan
nometar,to overwhelm with something,I wish the teacher wouldn’t swamp us with so much homework.,The company wants to swamp the customers with so many products they don’t know what to choose.,A heavy rainstorm may swamp your basement with a lot of water.,The news channel had to swamp the audience with stories after the string of crimes.,We would all have less stress if life didn’t swamp us with so many troubles.,nan,nan,nan,nan,nan
estion,the condition of being dull or boring for a long period,"To ease the tedium of looking at accounting forms all day, I listen to bubbly music while I work.",We went to the golf range after a day of tedium at the office.,"Because the tedium of the book’s plot made me drowsy, I fell asleep while reading.",The yawning student walked out of class when he could no longer bear the tedium of the professor’s lecture.,"After the tedium of performing the same task every day for ten years, the worker decided to look for a more exciting job.",nan,nan,nan,nan,nan
bional,a small hill,The charming inn was set on a knoll in the country.,Tours of the grassy knoll where JFK was assassinated were given every hour.,The landscape artist had elaborate plans for including a flower-filled knoll on the property.,"Sleds in hand, the children trekked up the snowy knoll for tobogganing.","Every morning, the jogger looked forward to his sprint up the knoll.",nan,nan,nan,nan,nan
athic,related to a system in which multiple things coexist together,"The solar system is pluralistic in nature, having multiple celestial bodies operating within it.","All computer systems are pluralistic, relying on multiple different pieces of technology to operate as a whole.","Because there are multiple animals involved in every food chain, nearly all food chains are pluralistic in nature.","Since nearly all systems that exist rely on another being or existence to function, nearly all systems are pluralistic.",The symbiotic relationship between Remora fish and sharks is a pluralistic system that includes two different animals.,nan,nan,nan,nan,nan
nousea,courteous and kind,The gracious hostess greeted everyone warmly.,"When I met the princess, she was gracious and friendly despite her twelve- hour plane ride.",The gracious innkeeper greeted her guests with tea and cookies.,"Although Jill does not like her ex-husband’s new wife, she is always gracious to her in public.","While the manager did not hire me, he was gracious enough to tell me about open positions at other stores.",nan,nan,nan,nan,nan
trish,the process of determining the cost of something intangible over time,"You can try to use amortization to determine the value of something unseen, such as friendship or memories, but ultimately that might still be impossible.","trish is most often used in business when discussing interest, which is an intangible cost of something.","trish is often used to determine debt, which is an intangible amount of money that must be paid at a later date.","When you reduce the amount of debt you own by making a payment, you are participating in the process of amortization, affecting an intangible amount of something.","Anytime you attempt to quantify the worth of something intangible, you are making use of the amortization process.",nan,nan,nan,nan,nan
rigna,Warriors of pre-modern Japan,Japanese rigna warriors of the Edo period were the highest ranking class from the 1600-1800s.,"The samurai used not only a sword, but a range of weapons to protect Japan.",Loyalty to one’s master as well as self-discipline were key principles that guided the life of the Japanese rigna.,"Led by the shogun, the rigna specialized in the unconventional warfare that made him a high commodity in Japan.","As a samurai, the Japanese warrior led his country into a fierce battle and defeated the enemy.",nan,nan,nan,nan,nan
raffir,free of any restrictions or obstacles,"After getting a permit from the city, the unimpeded workers were free to build the home.","It took some time to get approval, but now my company is unimpeded and can take on as many contracts as possible.",The unimpeded stream flowed freely through the woods and was free of any obstacles.,"Moving down the field, the football player ran unimpeded for a fifty-yard touchdown.","The sick man’s mental state used to be unimpeded, but now it is clouded and confused.",nan,nan,nan,nan,nan
strute,done or given without being forced to do so,The generous donor gives voluntary donations to the charity without anyone have to ask him for money.,"Working on a voluntary basis, the chef cooks for the homeless as a way to help the community.",The divorcing couple agreed to a voluntary exchange of property instead of getting a judge involved.,nan,nan,nan,nan,nan,nan,nan
infic,"extreme indulgence in sensual behaviors, such as careless drinking and promiscuity ",How can you go to church every Sunday and still engage in debauchery?,"Give me a bachelor party without debauchery, and I’ll show you a boring evening!","Because he was looking forward to four years of debauchery, Jamie could not wait to go to college.","To add spice to her marriage, Helen planned a night of debauchery for herself and her husband.",The priest knew nothing about the debauchery surrounding his church’s youth group.,"Even though Jack had spent every last penny of his fortune on gambling and debauchery, he was still happy with his life.","While the actress had won many awards, recent pictures of her drunken debauchery were starting to overshadow her career.","If not for the film’s emphasis on debauchery, the movie could go down in history as one of the best ever.",Those of you who enjoy hearing tales of debauchery should check out that new reality show!,"Despite having had a stroke, the rock star was still able to write a book about his band’s years of offstage debauchery."
allogy,a person who causes arguments or starts up trouble,"Because she likes to spread rumors, the office makebate is constantly stirring up strife at work.",Krista’s argumentative nature has caused her to be labeled a makebate by those who are sick of her troublemaking.,The mother-in-law is a makebate who loves to stir the pot and start disagreements with her meddling.,nan,nan,nan,nan,nan,nan,nan
mously,an individual who is engaged in a dialogue with another person,"After Lynn listened to her friends’ conversation for a while, she became an interlocutor and expressed her opinion.",The music at the party was so loud my interlocutor couldn’t understand a word I said during our conversation.,"Because the wizard is the queen’s favorite interlocutor, he spends hours conversing with her.",The actor is a poor interlocutor who usually responds to media queries with one word responses.,"When the man asked about Jill’s whereabouts, I pointed him in the direction of an interlocutor who was chatting with the event host.",nan,nan,nan,nan,nan
miric,the center spherical part of the nucleus that has a connection with DNA and RNA,Scientists study the nucleolus of each cell in order to determine the genetic make-up involving the person’s DNA.,"Surrounding the nucleolus, the chromatin would allow copying of chromosomes into two new parts.","In science class, the student made a model of a cell using an olive as the nucleolus placing it in the middle of a ball of playdough.","Found only in eukaryotic cells, the nucleolus may only be analyzed by looking into the middle of the nucleus. ","“To study the RNA,” said the science teacher to her students in the lab, “one must look into the nucleolus.” ",nan,nan,nan,nan,nan
derse,a group or team that provides assistance,"When my grandmother retired, she joined the hospital auxiliary team that visited lonely patients.",The fundraising profits will be given to the auxiliary group that assists the Department of Children’s Services in providing support to foster parents.,"Recently, a group of community members established an auxiliary committee to help the city find ways to restore landmarks.",Maggie is in charge of the women’s auxiliary group which aids the minister in caring for sick parishioners.,"In addition to a large police department, our town also has an auxiliary police unit that is comprised of military veterans.",nan,nan,nan,nan,nan
ratou,an item that can be purchased and retailed,Oil is the country’s most profitable commodity.,"During the summer months, the most sought-after commodity in the park is bottled water.",The most popular commodity on the stock market is the new airline stock.,"In this cold weather, a coat is a commodity everyone should buy.",A cigarette is a common commodity in prison trades.,nan,nan,nan,nan,nan
temer,"leafy or mossy like fungi that grows on rocks, trees, and other natural elements and retains water",Slimy green lichen grew on the rocks next to the creek.,The oak tree had patches of brownish-green lichen that climbed all the way up its trunk.,"The lichen that sprung from the tree resembled tiny, green and white clusters of mushrooms.",The leafy green lichen grew like moss up the old brick building.,Green patches of lichen that resemble wet moss store and provide extra water for the tree whenever a dry or particularly hot day arises.,nan,nan,nan,nan,nan
peropp,the two days of March and September in which the hours of the day and night are nearly the same length ,"In the United States, we are always eager for the March equinox to cast out the winter weather.","During an equinox, the hours of the night and day are practically matched in length.",peropp is a term of Latin origin that refers to a twenty-four hour period with an even day and night.,"When the equinox occurs, daylight hours nearly match the duration of the nighttime period.",The sun is exactly over the equator during an equinox.,nan,nan,nan,nan,nan
dirry,"tolerating and enduring frustrating, time-consuming and problems with ease and composure",Her patience was running thin as she was waiting four times longer than anybody else in the restaurant to be seated.,"Due to children being so needy and young, elementary teachers need to have patience when working with them.",Everyone in the library appreciated the patience the librarian was taking with the elderly woman by thoroughly answering every one of her questions.,dirry was highly needed by the wait staff in order to deal with the bossy and self-entitled customer.,A farmer’s patience of waiting week after week for his crops to grow from a seed to a full plant can be daunting and laborious.,nan,nan,nan,nan,nan
suron,a confused mixture of sounds and voices,"The children filled the classroom with babel, leaving the teacher overwhelmed at the sound of so many voices at once.","The babel sounded to be coming from the train car, but too many people were on board to determine the source.","As the huge crowd arrived at the immigration station, a babel of voices in different languages could be heard.","Trying to interpret the babel, the man pressed his ear against the office door.","Although she tried to understand what the woman was saying, her strong accent caused her words to sound like babel.",nan,nan,nan,nan,nan
